1622.2222	1714.8148
1670.3704	1725.9259
1674.0741	1725.9259
1677.7778	1725.9259
1681.4815	1725.9259
1685.1852	1725.9259
1688.8889	1725.9259
1692.5926	1725.9259
1696.2963	1725.9259
1700.0000	1725.9259
1703.7037	1722.2222
1707.4074	1722.2222
1711.1111	1722.2222
1714.8148	1722.2222
1718.5185	1722.2222
1722.2222	1722.2222
1725.9259	1722.2222
1725.9259	1718.5185
1729.6296	1718.5185
1733.3333	1718.5185
1737.0370	1718.5185
1737.0370	1714.8148
1740.7407	1714.8148
1744.4444	1714.8148
1744.4444	1711.1111
1748.1481	1711.1111
1751.8519	1711.1111
1751.8519	1707.4074
1755.5556	1707.4074
1759.2593	1707.4074
1759.2593	1703.7037
1762.9630	1703.7037
1766.6667	1700.0000
1770.3704	1700.0000
1774.0741	1700.0000
1774.0741	1696.2963
1777.7778	1696.2963
1777.7778	1692.5926
1781.4815	1692.5926
1785.1852	1688.8889
1788.8889	1688.8889
1788.8889	1685.1852
1792.5926	1685.1852
1796.2963	1681.4815
1800.0000	1681.4815
1800.0000	1677.7778
1803.7037	1677.7778
1803.7037	1674.0741
1807.4074	1674.0741
1811.1111	1674.0741
1811.1111	1670.3704
1814.8148	1670.3704
1814.8148	1666.6667
1818.5185	1666.6667
1818.5185	1662.9630
1818.5185	1659.2593
1822.2222	1659.2593
1822.2222	1651.8519
1825.9259	1651.8519
1825.9259	1648.1481
1829.6296	1648.1481
1829.6296	1644.4444
1833.3333	1644.4444
1833.3333	1640.7407
1837.0370	1640.7407
1837.0370	1637.0370
1840.7407	1633.3333
1844.4444	1633.3333
1844.4444	1629.6296
1844.4444	1625.9259
1848.1481	1625.9259
1848.1481	1622.2222
1851.8519	1622.2222
1851.8519	1618.5185
1855.5556	1618.5185
1855.5556	1614.8148
1859.2593	1611.1111
1859.2593	1607.4074
1862.9630	1603.7037
1862.9630	1600.0000
1866.6667	1600.0000
1866.6667	1596.2963
1866.6667	1592.5926
1870.3704	1588.8889
1870.3704	1585.1852
1874.0741	1581.4815
1874.0741	1577.7778
1877.7778	1577.7778
1877.7778	1574.0741
1877.7778	1570.3704
1881.4815	1570.3704
1881.4815	1566.6667
1881.4815	1562.9630
1885.1852	1562.9630
1885.1852	1559.2593
1885.1852	1555.5556
1888.8889	1555.5556
1888.8889	1551.8519
1888.8889	1548.1481
1888.8889	1544.4444
1892.5926	1544.4444
1892.5926	1540.7407
1892.5926	1537.0370
1896.2963	1533.3333
1896.2963	1529.6296
